DateDt,anio,dia,Compra,Venta
2020-12-27,2020,27,607.32,613.13
2020-12-28,2020,28,607.32,613.13
2020-12-29,2020,29,606.28,614.17
2020-12-30,2020,30,609.43,616.86
2020-12-31,2020,31,610.53,617.3
2021-01-01,2021,1,610.53,617.3
2021-01-02,2021,2,610.53,617.3
2021-01-03,2021,3,610.53,617.3
2021-01-04,2021,4,610.53,617.3
2021-01-05,2021,5,609,616.51
2021-01-06,2021,6,609.24,616.06
2021-01-07,2021,7,611.6,617.25
2021-01-08,2021,8,611.63,617.78
2021-01-09,2021,9,609.74,617.8
2021-01-10,2021,10,609.74,617.8
2021-01-11,2021,11,609.74,617.8
2021-01-12,2021,12,608.21,617.2
2021-01-13,2021,13,608.6,615.88
2021-01-14,2021,14,606.86,612.75
2021-01-15,2021,15,605.03,611.12
2021-01-16,2021,16,604.92,611.74
2021-01-17,2021,17,604.92,611.74
2021-01-18,2021,18,604.92,611.74
2021-01-19,2021,19,606.58,612.02
2021-01-20,2021,20,606.13,612.89
2021-01-21,2021,21,606.5,613.69
2021-01-22,2021,22,608.07,614.06
2021-01-23,2021,23,606.29,614.59
2021-01-24,2021,24,606.29,614.59
2021-01-25,2021,25,606.29,614.59
2021-01-26,2021,26,609.98,614.92
2021-01-27,2021,27,610.29,615.55
2021-01-28,2021,28,609.55,615.98
2021-01-29,2021,29,609.68,616.01
2021-01-30,2021,30,608.93,616.16
2021-01-31,2021,31,608.93,616.16
2021-02-01,2021,1,608.93,616.16
2021-02-02,2021,2,609.17,616.09
2021-02-03,2021,3,609.74,616.68
2021-02-04,2021,4,609.59,615.43
2021-02-05,2021,5,608.72,614.48
2021-02-06,2021,6,606.48,613.94
2021-02-07,2021,7,606.48,613.94
2021-02-08,2021,8,606.48,613.94
2021-02-09,2021,9,608.07,614.73
2021-02-10,2021,10,608.77,614.55
2021-02-11,2021,11,607.81,614.13
2021-02-12,2021,12,607.33,612.89
2021-02-13,2021,13,605.67,612.63
2021-02-14,2021,14,605.67,612.63
2021-02-15,2021,15,605.67,612.63
2021-02-16,2021,16,605.12,613.03
2021-02-17,2021,17,608.82,613.8
2021-02-18,2021,18,607.99,615.34
2021-02-19,2021,19,608.17,614.6
2021-02-20,2021,20,606.37,614.11
2021-02-21,2021,21,606.37,614.11
2021-02-22,2021,22,606.37,614.11
2021-02-23,2021,23,606.57,614.1
2021-02-24,2021,24,607.13,613.56
2021-02-25,2021,25,606.91,614.26
2021-02-26,2021,26,609.26,615.08
2021-02-27,2021,27,610.09,615.84
2021-02-28,2021,28,610.09,615.84
2021-03-01,2021,1,610.09,615.84
2021-03-02,2021,2,609.54,616.48
2021-03-03,2021,3,610.08,615.81
2021-03-04,2021,4,607.96,615.43
2021-03-05,2021,5,607.96,615.08
2021-03-06,2021,6,607.19,614.22
2021-03-07,2021,7,607.19,614.22
2021-03-08,2021,8,607.19,614.22
2021-03-09,2021,9,607.37,613.27
2021-03-10,2021,10,605.24,613.18
2021-03-11,2021,11,606.63,612.27
2021-03-12,2021,12,606.71,612.54
2021-03-13,2021,13,606.62,612.82
2021-03-14,2021,14,606.62,612.82
2021-03-15,2021,15,606.62,612.82
2021-03-16,2021,16,606,612.66
2021-03-17,2021,17,607.8,612.89
2021-03-18,2021,18,607.43,613.58
2021-03-19,2021,19,607.84,612.89
2021-03-20,2021,20,606.13,613.28
2021-03-21,2021,21,606.13,613.28
2021-03-22,2021,22,606.13,613.28
2021-03-23,2021,23,605.14,613.78
2021-03-24,2021,24,608.24,614.15
2021-03-25,2021,25,609.81,615.43
2021-03-26,2021,26,609.35,615.66
2021-03-27,2021,27,608.55,616.33
2021-03-28,2021,28,608.55,616.33
2021-03-29,2021,29,608.55,616.33
2021-03-30,2021,30,607.45,616.24
2021-03-31,2021,31,610.29,615.81
2021-04-01,2021,1,608.16,615.13
2021-04-02,2021,2,608.16,615.13
2021-04-03,2021,3,608.16,615.13
2021-04-04,2021,4,608.16,615.13
2021-04-05,2021,5,608.16,615.13
2021-04-06,2021,6,607.12,615.26
2021-04-07,2021,7,606.94,614.27
2021-04-08,2021,8,608.74,614.78
2021-04-09,2021,9,609.46,614.68
2021-04-10,2021,10,608.16,615.45
2021-04-11,2021,11,608.16,615.45
2021-04-12,2021,12,608.16,615.45
2021-04-13,2021,13,606.99,616.03
2021-04-14,2021,14,609.24,615.13
2021-04-15,2021,15,609.64,615.09
2021-04-16,2021,16,609.31,615.35
2021-04-17,2021,17,609.97,615.84
2021-04-18,2021,18,609.97,615.84
2021-04-19,2021,19,609.97,615.84
2021-04-20,2021,20,610.29,615.98
2021-04-21,2021,21,609.94,616.6
2021-04-22,2021,22,612.9,617.21
2021-04-23,2021,23,612.41,618.49
2021-04-24,2021,24,611.52,619.1
2021-04-25,2021,25,611.52,619.1
2021-04-26,2021,26,611.52,619.1
2021-04-27,2021,27,613.42,619.9
2021-04-28,2021,28,612.49,620.1
2021-04-29,2021,29,614.73,621.67
2021-04-30,2021,30,613.35,619.44
2021-05-01,2021,1,611.08,616.92
2021-05-02,2021,2,611.08,616.92
2021-05-03,2021,3,611.08,616.92
2021-05-04,2021,4,611.08,616.92
2021-05-05,2021,5,609.42,617.73
2021-05-06,2021,6,609.3,618.26
2021-05-07,2021,7,613.44,618.81
2021-05-08,2021,8,612.79,618.72
2021-05-09,2021,9,612.79,618.72
2021-05-10,2021,10,612.79,618.72
2021-05-11,2021,11,611.95,618.97
2021-05-12,2021,12,611.97,618.31
2021-05-13,2021,13,613.29,618.02
2021-05-14,2021,14,611.39,617.49
2021-05-15,2021,15,609.82,616.06
2021-05-16,2021,16,609.82,616.06
2021-05-17,2021,17,609.82,616.06
2021-05-18,2021,18,610.79,617.38
2021-05-19,2021,19,612.08,619.5
2021-05-20,2021,20,613.54,619.61
2021-05-21,2021,21,611.16,620.34
2021-05-22,2021,22,613.11,620.02
2021-05-23,2021,23,613.11,620.02
2021-05-24,2021,24,613.11,620.02
2021-05-25,2021,25,614.15,620
2021-05-26,2021,26,614.26,619.92
2021-05-27,2021,27,613.79,621.08
2021-05-28,2021,28,614.87,620.04
2021-05-29,2021,29,613.22,620.24
2021-05-30,2021,30,613.22,620.24
2021-05-31,2021,31,613.22,620.24
2021-06-01,2021,1,613.03,621.39
2021-06-02,2021,2,614.7,621.99
2021-06-03,2021,3,614.82,621.72
2021-06-04,2021,4,613.87,620.81
2021-06-05,2021,5,613.32,620.64
2021-06-06,2021,6,613.32,620.64
2021-06-07,2021,7,613.32,620.64
2021-06-08,2021,8,613.47,621.1
2021-06-09,2021,9,614.13,621.04
2021-06-10,2021,10,614.07,621.13
2021-06-11,2021,11,614.8,620.54
2021-06-12,2021,12,614.1,620.21
2021-06-13,2021,13,614.1,620.21
2021-06-14,2021,14,614.1,620.21
2021-06-15,2021,15,614.39,619.9
2021-06-16,2021,16,612.63,618.65
2021-06-17,2021,17,614.07,619.77
2021-06-18,2021,18,614.07,620.3
2021-06-19,2021,19,614.04,621.02
2021-06-20,2021,20,614.04,621.02
2021-06-21,2021,21,614.04,621.02
2021-06-22,2021,22,613.84,621.16
2021-06-23,2021,23,613.89,621.41
2021-06-24,2021,24,616.7,622.1
2021-06-25,2021,25,615.79,621.39
2021-06-26,2021,26,614.23,620.67
2021-06-27,2021,27,614.23,620.67
2021-06-28,2021,28,614.23,620.67
2021-06-29,2021,29,614.9,621.83
2021-06-30,2021,30,615.25,621.92
2021-07-01,2021,1,615.47,621.88
2021-07-02,2021,2,615.82,622.51
2021-07-03,2021,3,614.62,621.94
2021-07-04,2021,4,614.62,621.94
2021-07-05,2021,5,614.62,621.94
2021-07-06,2021,6,615.5,621.97
2021-07-07,2021,7,614.5,622.34
2021-07-08,2021,8,616.31,623.31
2021-07-09,2021,9,618.14,623.6
2021-07-10,2021,10,617.97,623.6
2021-07-11,2021,11,617.97,623.6
2021-07-12,2021,12,617.97,623.6
2021-07-13,2021,13,616.19,622.75
2021-07-14,2021,14,615.01,621.07
2021-07-15,2021,15,615.43,620.24
2021-07-16,2021,16,615.16,621.43
2021-07-17,2021,17,614.67,621.39
2021-07-18,2021,18,614.67,621.39
2021-07-19,2021,19,614.67,621.39
2021-07-20,2021,20,613.56,621.92
2021-07-21,2021,21,617.15,621.43
2021-07-22,2021,22,614.45,620.18
2021-07-23,2021,23,615.07,621.57
2021-07-24,2021,24,615.42,621.69
2021-07-25,2021,25,615.42,621.69
2021-07-26,2021,26,615.42,621.69
2021-07-27,2021,27,615.42,621.69
2021-07-28,2021,28,614.47,622.22
2021-07-29,2021,29,616.66,623.02
2021-07-30,2021,30,617.93,623.17
2021-07-31,2021,31,616.89,622.98
2021-08-01,2021,1,616.89,622.98
2021-08-02,2021,2,616.89,622.98
2021-08-03,2021,3,616.89,622.98
2021-08-04,2021,4,616.78,623.78
2021-08-05,2021,5,617.14,623.53
2021-08-06,2021,6,615.68,623.23
2021-08-07,2021,7,616.39,623.02
2021-08-08,2021,8,616.39,623.02
2021-08-09,2021,9,616.39,623.02
2021-08-10,2021,10,616.79,624.05
2021-08-11,2021,11,618.41,623.84
2021-08-12,2021,12,618.64,624.39
2021-08-13,2021,13,618.01,623.17
2021-08-14,2021,14,615.49,622.37
2021-08-15,2021,15,615.49,622.37
2021-08-16,2021,16,615.49,622.37
2021-08-17,2021,17,615.83,622.17
2021-08-18,2021,18,616.7,622.47
2021-08-19,2021,19,616.73,622.72
2021-08-20,2021,20,616.31,622.4
2021-08-21,2021,21,615.97,622.85
2021-08-22,2021,22,615.97,622.85
2021-08-23,2021,23,615.97,622.85
2021-08-24,2021,24,616.95,623.53
2021-08-25,2021,25,619.55,624.25
2021-08-26,2021,26,619.36,625.14
2021-08-27,2021,27,620.29,625.43
2021-08-28,2021,28,619.7,625.78
2021-08-29,2021,29,619.7,625.78
2021-08-30,2021,30,619.7,625.78
2021-08-31,2021,31,619.83,626.46
2021-09-01,2021,1,619.72,627.04
2021-09-02,2021,2,620.94,627.41
2021-09-03,2021,3,619.1,627.62
2021-09-04,2021,4,619.6,627.12
2021-09-05,2021,5,619.6,627.12
2021-09-06,2021,6,619.6,627.12
2021-09-07,2021,7,620.69,627.53
2021-09-08,2021,8,621.16,627.91
2021-09-09,2021,9,623.32,629.01
2021-09-10,2021,10,623.92,630.41
2021-09-11,2021,11,622.56,628.89
2021-09-12,2021,12,622.56,628.89
2021-09-13,2021,13,622.56,628.89
2021-09-14,2021,14,622.56,628.89
2021-09-15,2021,15,621.04,627.47
2021-09-16,2021,16,621.28,627.09
2021-09-17,2021,17,620.82,627.31
2021-09-18,2021,18,619.94,626.87
2021-09-19,2021,19,619.94,626.87
2021-09-20,2021,20,619.94,626.87
2021-09-21,2021,21,621.68,627.01
2021-09-22,2021,22,619.6,627.44
2021-09-23,2021,23,621.03,628.5
2021-09-24,2021,24,623.65,628.79
2021-09-25,2021,25,622.8,628.67
2021-09-26,2021,26,622.8,628.67
2021-09-27,2021,27,622.8,628.67
2021-09-28,2021,28,622.49,628.96
2021-09-29,2021,29,623.3,629.41
2021-09-30,2021,30,623.24,629.71
2021-10-01,2021,1,623.12,630.28
2021-10-02,2021,2,622.95,629.95
2021-10-03,2021,3,622.95,629.95
2021-10-04,2021,4,622.95,629.95
2021-10-05,2021,5,622.72,629.65
2021-10-06,2021,6,621.08,629.12
2021-10-07,2021,7,623.72,630.13
2021-10-08,2021,8,625.17,630.43
2021-10-09,2021,9,625.26,631.11
2021-10-10,2021,10,625.26,631.11
2021-10-11,2021,11,625.26,631.11
2021-10-12,2021,12,625,631.62
2021-10-13,2021,13,623.91,631.67
2021-10-14,2021,14,626.21,631.79
2021-10-15,2021,15,624.74,632.14
2021-10-16,2021,16,625.33,631.9
2021-10-17,2021,17,625.33,631.9
2021-10-18,2021,18,625.33,631.9
2021-10-19,2021,19,624,631.96
2021-10-20,2021,20,626.35,632.36
2021-10-21,2021,21,625.82,632.68
2021-10-22,2021,22,627.52,633.75
2021-10-23,2021,23,627.22,634.51
2021-10-24,2021,24,627.22,634.51
2021-10-25,2021,25,627.22,634.51
2021-10-26,2021,26,629.54,635.08
2021-10-27,2021,27,630.99,636.59
2021-10-28,2021,28,633.38,640.1
2021-10-29,2021,29,634.69,641.69
2021-10-30,2021,30,634.69,641.84
2021-10-31,2021,31,634.69,641.84
2021-11-01,2021,1,634.69,641.84
2021-11-02,2021,2,634.26,642.76
2021-11-03,2021,3,635.73,642.62
2021-11-04,2021,4,635.27,643.13
2021-11-05,2021,5,637,643.33
2021-11-06,2021,6,637.34,643.51
2021-11-07,2021,7,637.34,643.51
2021-11-08,2021,8,637.34,643.51
2021-11-09,2021,9,635.08,644.05
2021-11-10,2021,10,637.82,644.96
2021-11-11,2021,11,638.56,644.95
2021-11-12,2021,12,639.34,645.13
2021-11-13,2021,13,638.21,645.47
2021-11-14,2021,14,638.21,645.47
2021-11-15,2021,15,638.21,645.47
2021-11-16,2021,16,636.36,643.1
2021-11-17,2021,17,635.07,641.58
2021-11-18,2021,18,635.72,642.26
2021-11-19,2021,19,635.35,641.11
2021-11-20,2021,20,632.71,640.51
2021-11-21,2021,21,632.71,640.51
2021-11-22,2021,22,632.71,640.51
2021-11-23,2021,23,633.37,640.49
2021-11-24,2021,24,631.76,639.19
2021-11-25,2021,25,632.48,638.71
2021-11-26,2021,26,628.59,633.91
2021-11-27,2021,27,626.56,632.2
2021-11-28,2021,28,626.56,632.2
2021-11-29,2021,29,626.56,632.2
2021-11-30,2021,30,626.56,632.2
2021-12-01,2021,1,626.15,632.93
2021-12-02,2021,2,626.64,633.68
2021-12-03,2021,3,627.61,634.32
2021-12-04,2021,4,628.74,636.04
2021-12-05,2021,5,628.74,636.04
2021-12-06,2021,6,628.74,636.04
2021-12-07,2021,7,631.77,638.64
2021-12-08,2021,8,632.86,641.17
2021-12-09,2021,9,636.78,642.65
2021-12-10,2021,10,636.19,642.86
2021-12-11,2021,11,635.94,641.96
2021-12-12,2021,12,635.94,641.96
2021-12-13,2021,13,635.94,641.96
2021-12-14,2021,14,634.7,641.3
2021-12-15,2021,15,636.01,642.49
2021-12-16,2021,16,634.44,642.19
2021-12-17,2021,17,633.84,640.82
2021-12-18,2021,18,634.09,640.95
2021-12-19,2021,19,634.09,640.95
2021-12-20,2021,20,634.09,640.95
2021-12-21,2021,21,634.11,642.06
2021-12-22,2021,22,638.13,645.49
2021-12-23,2021,23,639.72,646.33
2021-12-24,2021,24,638.05,645.47
2021-12-25,2021,25,637.85,643.82
2021-12-26,2021,26,637.85,643.82
2021-12-27,2021,27,637.85,643.82
2021-12-28,2021,28,638.13,644.09
2021-12-29,2021,29,638.94,644.83
2021-12-30,2021,30,638.75,644.91
2021-12-31,2021,31,639.06,645.25
2022-01-01,2022,1,639.06,645.25
2022-01-02,2022,2,639.06,645.25
2022-01-03,2022,3,639.06,645.25
2022-01-04,2022,4,639.54,645.39
2022-01-05,2022,5,638.47,644.53
2022-01-06,2022,6,639.37,644.92
2022-01-07,2022,7,639.87,644.63
2022-01-08,2022,8,637.19,644.03
2022-01-09,2022,9,637.19,644.03
2022-01-10,2022,10,637.19,644.03
2022-01-11,2022,11,635,643.44
2022-01-12,2022,12,634.24,640.55
2022-01-13,2022,13,632.91,637.92
2022-01-14,2022,14,631.51,636.97
2022-01-15,2022,15,628.2,636.33
2022-01-16,2022,16,628.2,636.33
2022-01-17,2022,17,628.2,636.33
2022-01-18,2022,18,629.73,636.12
2022-01-19,2022,19,629.37,635.58
2022-01-20,2022,20,629.68,635.67
2022-01-21,2022,21,631.18,637.95
2022-01-22,2022,22,633.17,640.25
2022-01-23,2022,23,633.17,640.25
2022-01-24,2022,24,633.17,640.25
2022-01-25,2022,25,634.67,643.08
2022-01-26,2022,26,636.95,644.79
2022-01-27,2022,27,639.04,645.07
2022-01-28,2022,28,640.7,645.97
2022-01-29,2022,29,638.97,646.2
2022-01-30,2022,30,638.97,646.2
2022-01-31,2022,31,638.97,646.2
2022-02-01,2022,1,640.05,646.9
2022-02-02,2022,2,641.04,648.48
2022-02-03,2022,3,642.15,648.72
2022-02-04,2022,4,642.33,647.98
2022-02-05,2022,5,640.17,647.95
2022-02-06,2022,6,640.17,647.95
2022-02-07,2022,7,640.17,647.95
2022-02-08,2022,8,640.5,647.85
2022-02-09,2022,9,639.48,647.45
2022-02-10,2022,10,641.03,647.15
2022-02-11,2022,11,640.19,646.93
2022-02-12,2022,12,638.63,644.59
2022-02-13,2022,13,638.63,644.59
2022-02-14,2022,14,638.63,644.59
2022-02-15,2022,15,636.03,642.88
2022-02-16,2022,16,636.35,642.9
2022-02-17,2022,17,637,642.77
2022-02-18,2022,18,636.74,642.83
2022-02-19,2022,19,636.98,642.8
2022-02-20,2022,20,636.98,642.8
2022-02-21,2022,21,636.98,642.8
2022-02-22,2022,22,637.13,644.01
2022-02-23,2022,23,636.94,644.74
2022-02-24,2022,24,638.1,644.91
2022-02-25,2022,25,637.8,646.5
2022-02-26,2022,26,641.53,647.34
2022-02-27,2022,27,641.53,647.34
2022-02-28,2022,28,641.53,647.34
2022-03-01,2022,1,640.02,647.31
2022-03-02,2022,2,640.12,647.78
2022-03-03,2022,3,641.85,648.04
2022-03-04,2022,4,642.08,649.08
2022-03-05,2022,5,643.93,651.68
2022-03-06,2022,6,643.93,651.68
2022-03-07,2022,7,643.93,651.68
2022-03-08,2022,8,645.3,653.53
2022-03-09,2022,9,648.97,655.61
2022-03-10,2022,10,649.28,656.06
2022-03-11,2022,11,647.6,654.34
2022-03-12,2022,12,643.37,650.89
2022-03-13,2022,13,643.37,650.89
2022-03-14,2022,14,643.37,650.89
2022-03-15,2022,15,639.9,645.76
2022-03-16,2022,16,637.66,644.17
2022-03-17,2022,17,639.31,645.6
2022-03-18,2022,18,642.28,648.93
2022-03-19,2022,19,644.73,651.22
2022-03-20,2022,20,644.73,651.22
2022-03-21,2022,21,644.73,651.22
2022-03-22,2022,22,644.51,653.21
2022-03-23,2022,23,650.24,655.48
2022-03-24,2022,24,650.94,658.09
2022-03-25,2022,25,652.53,659.53
2022-03-26,2022,26,653.57,661.6
2022-03-27,2022,27,653.57,661.6
2022-03-28,2022,28,653.57,661.6
2022-03-29,2022,29,655.13,663.17
2022-03-30,2022,30,657.28,664.6
2022-03-31,2022,31,660.48,667.1
2022-04-01,2022,1,663.06,668.24
2022-04-02,2022,2,660.02,667.86
2022-04-03,2022,3,660.02,667.86
2022-04-04,2022,4,660.02,667.86
2022-04-05,2022,5,654.27,663.12
2022-04-06,2022,6,654.59,661.93
2022-04-07,2022,7,657.36,662.61
2022-04-08,2022,8,654.24,661.64
2022-04-09,2022,9,650.86,657.96
2022-04-10,2022,10,650.86,657.96
2022-04-11,2022,11,650.86,657.96
2022-04-12,2022,12,650.86,657.96
2022-04-13,2022,13,649.17,656.2
2022-04-14,2022,14,647.68,656.54
2022-04-15,2022,15,647.68,656.54
2022-04-16,2022,16,647.68,656.54
2022-04-17,2022,17,647.68,656.54
2022-04-18,2022,18,647.68,656.54
2022-04-19,2022,19,650.3,656.49
2022-04-20,2022,20,650.1,657.99
2022-04-21,2022,21,653.8,660.69
2022-04-22,2022,22,655.1,664.58
2022-04-23,2022,23,658.99,664.96
2022-04-24,2022,24,658.99,664.96
2022-04-25,2022,25,658.99,664.96
2022-04-26,2022,26,659.49,666.3
2022-04-27,2022,27,661.5,666.8
2022-04-28,2022,28,663.06,668.87
2022-04-29,2022,29,661.53,669.34
2022-04-30,2022,30,663.08,670.36
2022-05-01,2022,1,663.08,670.36
2022-05-02,2022,2,663.08,670.36
2022-05-03,2022,3,662.86,670.1
2022-05-04,2022,4,662.46,669.52
2022-05-05,2022,5,662.74,669.02
2022-05-06,2022,6,664.43,670.91
2022-05-07,2022,7,665.11,672.12
2022-05-08,2022,8,665.11,672.12
2022-05-09,2022,9,665.11,672.12
2022-05-10,2022,10,665.55,672.53
2022-05-11,2022,11,664.44,673.58
2022-05-12,2022,12,669.41,675.05
2022-05-13,2022,13,669.51,677.29
2022-05-14,2022,14,667.59,675.28
2022-05-15,2022,15,667.59,675.28
2022-05-16,2022,16,667.59,675.28
2022-05-17,2022,17,667.18,674.15
2022-05-18,2022,18,669.05,674.88
2022-05-19,2022,19,670.23,675.98
2022-05-20,2022,20,672.8,677.39
2022-05-21,2022,21,672.96,679.41
2022-05-22,2022,22,672.96,679.41
2022-05-23,2022,23,672.96,679.41
2022-05-24,2022,24,672.11,680.57
2022-05-25,2022,25,674.87,681.74
2022-05-26,2022,26,676.06,681.81
2022-05-27,2022,27,676.88,682.74
2022-05-28,2022,28,675.89,685.03
2022-05-29,2022,29,675.89,685.03
2022-05-30,2022,30,675.89,685.03
2022-05-31,2022,31,681.62,689.74
2022-06-01,2022,1,684.9,692.9
2022-06-02,2022,2,684.42,693.76
2022-06-03,2022,3,689.61,694.99
2022-06-04,2022,4,683.54,690.89
2022-06-05,2022,5,683.54,690.89
2022-06-06,2022,6,683.54,690.89
2022-06-07,2022,7,683.01,688.09
2022-06-08,2022,8,682.07,688.18
2022-06-09,2022,9,682.45,690.36
2022-06-10,2022,10,685.29,691.19
2022-06-11,2022,11,682.2,689.76
2022-06-12,2022,12,682.2,689.76
2022-06-13,2022,13,682.2,689.76
2022-06-14,2022,14,681.08,688.13
2022-06-15,2022,15,681.1,688.6
2022-06-16,2022,16,681.88,689.41
2022-06-17,2022,17,684.21,692.62
2022-06-18,2022,18,686.78,694.45
2022-06-19,2022,19,686.78,694.45
2022-06-20,2022,20,686.78,694.45
2022-06-21,2022,21,687.98,696.55
2022-06-22,2022,22,688.13,697.64
2022-06-23,2022,23,691.2,698.44
2022-06-24,2022,24,691.76,697.32
2022-06-25,2022,25,689.88,695.55
2022-06-26,2022,26,689.88,695.55
2022-06-27,2022,27,689.88,695.55
2022-06-28,2022,28,685.75,693.59
2022-06-29,2022,29,686.23,692.96
2022-06-30,2022,30,684.76,692.25
2022-07-01,2022,1,685.26,693.69
2022-07-02,2022,2,686.24,693.95
2022-07-03,2022,3,686.24,693.95
2022-07-04,2022,4,686.24,693.95
2022-07-05,2022,5,686.91,694.44
2022-07-06,2022,6,686.81,694.78
2022-07-07,2022,7,687.97,695.26
2022-07-08,2022,8,687.44,694.19
2022-07-09,2022,9,687.11,692.68
2022-07-10,2022,10,687.11,692.68
2022-07-11,2022,11,687.11,692.68
2022-07-12,2022,12,683.76,690.67
2022-07-13,2022,13,681.9,688.98
2022-07-14,2022,14,681.07,687.28
2022-07-15,2022,15,678.14,684.96
2022-07-16,2022,16,675.25,683.75
2022-07-17,2022,17,675.25,683.75
2022-07-18,2022,18,675.25,683.75
2022-07-19,2022,19,674.39,681.82
2022-07-20,2022,20,672.55,678.48
2022-07-21,2022,21,669.41,676.29
2022-07-22,2022,22,671.14,676.83
2022-07-23,2022,23,669.66,675.61
2022-07-24,2022,24,669.66,675.61
2022-07-25,2022,25,669.66,675.61
2022-07-26,2022,26,669.66,675.61
2022-07-27,2022,27,668.83,675.87
2022-07-28,2022,28,668.06,675.36
2022-07-29,2022,29,668.35,675.03
2022-07-30,2022,30,667.61,675.02
2022-07-31,2022,31,667.61,675.02
2022-08-01,2022,1,667.61,675.02
2022-08-02,2022,2,666.72,674.67
2022-08-03,2022,3,666.72,674.67
2022-08-04,2022,4,667.83,674.63
2022-08-05,2022,5,668.34,673.64
2022-08-06,2022,6,666.46,674.68
2022-08-07,2022,7,666.46,674.68
2022-08-08,2022,8,666.46,674.68
2022-08-09,2022,9,668.21,675.34
2022-08-10,2022,10,668.49,675.96
2022-08-11,2022,11,667.76,676.11
2022-08-12,2022,12,668.17,675.95
2022-08-13,2022,13,664.6,670.4
2022-08-14,2022,14,664.6,670.4
2022-08-15,2022,15,664.6,670.4
2022-08-16,2022,16,664.6,670.4
2022-08-17,2022,17,661.05,667.8
2022-08-18,2022,18,657.77,664.74
2022-08-19,2022,19,651.76,659.97
2022-08-20,2022,20,647.81,655.03
2022-08-21,2022,21,647.81,655.03
2022-08-22,2022,22,647.81,655.03
2022-08-23,2022,23,642.1,650.39
2022-08-24,2022,24,639.12,645.39
2022-08-25,2022,25,632.37,639.94
2022-08-26,2022,26,633.09,639.28
2022-08-27,2022,27,636.59,643.7
2022-08-28,2022,28,636.59,643.7
2022-08-29,2022,29,636.59,643.7
2022-08-30,2022,30,640.49,649.14
2022-08-31,2022,31,646.07,653.86
2022-09-01,2022,1,651.67,661.42
2022-09-02,2022,2,656.21,663.03
2022-09-03,2022,3,658.49,665.14
2022-09-04,2022,4,658.49,665.14
2022-09-05,2022,5,658.49,665.14
2022-09-06,2022,6,655.58,664.23
2022-09-07,2022,7,658.24,663.01
2022-09-08,2022,8,651.43,660.21
2022-09-09,2022,9,646.84,654.64
2022-09-10,2022,10,637.6,647.6
2022-09-11,2022,11,637.6,647.6
2022-09-12,2022,12,637.6,647.6
2022-09-13,2022,13,630.38,640.01
2022-09-14,2022,14,631.97,639.48
2022-09-15,2022,15,630.34,637.13
2022-09-16,2022,16,629.34,636.97
2022-09-17,2022,17,627.34,636
2022-09-18,2022,18,627.34,636
2022-09-19,2022,19,627.34,636
2022-09-20,2022,20,627.34,636
2022-09-21,2022,21,628.19,636.97
2022-09-22,2022,22,631.19,637.5
2022-09-23,2022,23,631.55,638.94
2022-09-24,2022,24,634.43,640.39
2022-09-25,2022,25,634.43,640.39
2022-09-26,2022,26,634.43,640.39
2022-09-27,2022,27,637.98,641.96
2022-09-28,2022,28,636.31,641.26
2022-09-29,2022,29,628.19,636.39
2022-09-30,2022,30,624.62,632.72
2022-10-01,2022,1,623.48,631.32
2022-10-02,2022,2,623.48,631.32
2022-10-03,2022,3,623.48,631.32
2022-10-04,2022,4,625.74,631.33
2022-10-05,2022,5,629.11,635.43
2022-10-06,2022,6,633.88,640.25
2022-10-07,2022,7,633.88,642.02
2022-10-08,2022,8,633.47,639.35
2022-10-09,2022,9,633.47,639.35
2022-10-10,2022,10,633.47,639.35
2022-10-11,2022,11,626.41,635.19
2022-10-12,2022,12,625.43,631.85
2022-10-13,2022,13,622.37,628.32
2022-10-14,2022,14,616.64,624.72
2022-10-15,2022,15,612.79,621.03
2022-10-16,2022,16,612.79,621.03
2022-10-17,2022,17,612.79,621.03
2022-10-18,2022,18,614.36,619.93
2022-10-19,2022,19,616.01,623.42
2022-10-20,2022,20,618.89,624.86
2022-10-21,2022,21,622.73,628.28
2022-10-22,2022,22,621.23,629.49
2022-10-23,2022,23,621.23,629.49
2022-10-24,2022,24,621.23,629.49
2022-10-25,2022,25,624.45,630.25
2022-10-26,2022,26,619.08,629.11
2022-10-27,2022,27,620.23,626.81
2022-10-28,2022,28,618.35,625.03
2022-10-29,2022,29,613.74,622.34
2022-10-30,2022,30,613.74,622.34
2022-10-31,2022,31,613.74,622.34
2022-11-01,2022,1,615.01,620.31
2022-11-02,2022,2,614.26,622.82
2022-11-03,2022,3,615.4,625.03
2022-11-04,2022,4,622.89,628.75
2022-11-05,2022,5,619.22,628.18
2022-11-06,2022,6,619.22,628.18
2022-11-07,2022,7,619.22,628.18
2022-11-08,2022,8,614.3,622.41
2022-11-09,2022,9,615.5,620.22
2022-11-10,2022,10,610.96,617.58
2022-11-11,2022,11,608.79,614.81
2022-11-12,2022,12,605.87,615.73
2022-11-13,2022,13,605.87,615.73
2022-11-14,2022,14,605.87,615.73
2022-11-15,2022,15,610.3,617.32
2022-11-16,2022,16,609.93,616.57
2022-11-17,2022,17,609.42,616.2
2022-11-18,2022,18,609.2,615.16
2022-11-19,2022,19,605.9,611.78
2022-11-20,2022,20,605.9,611.78
2022-11-21,2022,21,605.9,611.78
2022-11-22,2022,22,600.85,611.77
2022-11-23,2022,23,603.17,612
2022-11-24,2022,24,606.62,611.59
2022-11-25,2022,25,603.52,610.53
2022-11-26,2022,26,599.5,606.96
